player_id,position_name,age,v_burst_0_10,v_accel_10_45,v_top_45_90,runner_runs_tot,rate_att_xb,rate_safe,n_sb,n_cs,sb_attempts,sb_success_rate
666152,3B,28,12.345679012345679,25.0,30.0,2.028290021829986,0.4047619047619047,0.4047619047619047,13,3,16,0.8125
664023,LF,31,11.764705882352942,23.17880794701987,28.125,-0.6763476175477783,0.3809523809523809,0.369047619047619,2,1,3,0.6666666666666666
664023,LF,31,11.11111111111111,22.727272727272727,27.950310559006212,-0.6763476175477783,0.3809523809523809,0.369047619047619,2,1,3,0.6666666666666666
547180,1B,33,11.627906976744185,22.87581699346405,27.108433734939766,-1.5452256439579262,0.4166666666666667,0.3958333333333334,4,4,8,0.5
671739,CF,25,12.048192771084338,23.809523809523814,28.301886792452827,-2.0272410764357205,0.284090909090909,0.2613636363636363,4,1,5,0.8
683002,SS,25,12.048192771084338,23.489932885906043,28.846153846153847,1.7866109230269336,0.4324324324324325,0.4324324324324325,6,1,7,0.8571428571428571
671056,DH,26,11.363636363636363,22.292993630573246,26.470588235294116,-2.4334122398401394,0.2952380952380953,0.2666666666666665,6,0,6,1.0
689414,DH,27,11.764705882352942,22.29299363057325,25.86206896551724,-4.50559835508496,0.2365591397849463,0.1935483870967742,3,0,3,1.0
663538,2B,29,11.363636363636363,23.333333333333332,28.301886792452827,3.587211965099906,0.361904761904762,0.3523809523809524,14,1,15,0.9333333333333333
687859,RF,29,11.627906976744185,22.87581699346405,26.162790697674417,-0.5795367669612698,0.402439024390244,0.3902439024390245,4,3,7,0.5714285714285714
592450,RF,34,11.235955056179774,22.435897435897434,26.315789473684212,-0.286578198320994,0.3571428571428571,0.3571428571428571,4,3,7,0.5714285714285714
666397,2B,27,11.627906976744185,22.58064516129032,26.94610778443114,-0.5739862331879803,0.3666666666666667,0.35,3,2,5,0.6
691720,3B,23,11.627906976744185,22.58064516129032,27.108433734939755,1.2013125751215423,0.4204545454545455,0.4090909090909091,3,0,3,1.0
807712,2B,23,11.627906976744185,23.489932885906036,28.662420382165607,3.634384589788497,0.4216867469879518,0.4216867469879518,11,2,13,0.8461538461538461
690993,3B,24,11.904761904761905,23.64864864864865,28.481012658227847,2.013529487478741,0.408450704225352,0.408450704225352,3,0,3,1.0
701762,1B,23,11.627906976744185,23.026315789473685,27.607361963190186,-0.3238090956422338,0.3373493975903615,0.3253012048192771,6,1,7,0.8571428571428571
680757,LF,28,11.904761904761905,23.489932885906036,27.607361963190186,0.2983889759515249,0.3000000000000001,0.2888888888888889,4,1,5,0.8
669127,C,28,11.235955056179774,23.17880794701987,28.6624203821656,-0.2545256322173186,0.3466666666666667,0.3466666666666667,2,1,3,0.6666666666666666
694671,LF,24,11.627906976744185,23.809523809523807,28.662420382165607,0.6609720640972747,0.3829787234042551,0.3617021276595743,7,1,8,0.875
686797,3B,25,11.627906976744185,22.292993630573246,26.31578947368422,0.4712111055274803,0.3333333333333334,0.3333333333333334,5,1,6,0.8333333333333334
686797,3B,25,10.989010989010989,22.151898734177212,26.16279069767442,0.4712111055274803,0.3333333333333334,0.3333333333333334,5,1,6,0.8333333333333334
808982,RF,27,11.494252873563218,22.875816993464056,26.94610778443113,0.6043076534870504,0.3727272727272727,0.3545454545454546,4,0,4,1.0
668904,1B,27,11.235955056179774,22.875816993464056,28.125000000000007,1.495740834714784,0.3962264150943396,0.3962264150943396,8,0,8,1.0
695734,LF,23,12.048192771084338,24.47552447552448,29.411764705882348,0.5304909590636702,0.404040404040404,0.404040404040404,6,4,10,0.6
670032,2B,31,11.627906976744185,23.178807947019862,28.125,0.9931300590418372,0.3333333333333334,0.3333333333333334,3,2,5,0.6
672640,SS,27,11.363636363636363,23.178807947019862,28.662420382165607,3.791980869036544,0.4628099173553719,0.4462809917355372,20,4,24,0.8333333333333334
592518,3B,33,11.235955056179774,21.73913043478261,26.16279069767442,-2.885690090107224,0.3493975903614457,0.3373493975903615,1,2,3,0.3333333333333333
663968,CF,30,11.904761904761905,23.972602739726028,29.411764705882348,1.4322323197643945,0.3055555555555554,0.3055555555555554,10,4,14,0.7142857142857143
663968,CF,30,11.494252873563218,23.64864864864865,29.03225806451613,1.4322323197643945,0.3055555555555554,0.3055555555555554,10,4,14,0.7142857142857143
805300,CF,25,11.904761904761905,23.64864864864865,27.950310559006205,-0.3123160295206342,0.3947368421052632,0.3947368421052632,11,7,18,0.6111111111111112
