"last_name, first_name",player_id,team_id,team,position,age,competitive_runs,bolts,hp_to_1b,sprint_speed,entity_name,team_name,start_year,end_year,runner_runs_tot,runner_runs_XB,runner_runs_SBX,N_runner_moved,runner_runs_XB_swipe,runner_runs_XB_snipe,runner_runs_XB_freeze,N_runner_moved_XB,runner_runs_SB2,runner_runs_SB3,simple_stolen_on_running_act_SB2,simple_stolen_on_running_act_SB3,N_runner_moved_SBX,runner_runs_per_run
"Frelick, Sal",686217,158,MIL,RF,26,142,15.0,4.24,28.7,"Frelick, Sal",MIL,2026,2026,0.9493974537567976,1.330212169979467,-0.3808147162226692,26,1.770396524442375,0.0,-0.4401843544629085,20,-0.498983345274935,0.1181686290522661,-1.6728761782623784,0.4340576943594217,6,0.006685897561667589
"Peters, Tristan",671976,145,CWS,CF,26,131,5.0,4.26,28.6,"Peters, Tristan",CWS,2026,2026,2.0732621282046027,2.2590233430878355,-0.185761214883233,34,2.447203814015806,0.0,-0.1881804709279693,27,0.785248107650671,-0.9710093225339036,1.8344155852036597,-2.55618915042449,7,0.01582642845957712
"Raley, Luke",670042,136,SEA,RF,31,78,,4.32,28.6,"Raley, Luke",SEA,2026,2026,0.2516520472777727,1.0879883530637104,-0.8363363057859378,22,1.828261551449433,0.0,-0.7402731983857226,19,-0.7728857281833852,-0.0634505776025525,-2.929335549226659,-0.4157786427537911,3,0.003226308298432983
"Turang, Brice",668930,158,MIL,2B,26,182,1.0,4.29,28.6,"Turang, Brice",MIL,2026,2026,0.7332042118591201,0.660983608146801,0.072220603712319,52,2.607834170616856,-0.7614627606731385,-1.185387801796915,40,-0.2407333760688113,0.3129539797811301,0.1046176179962793,1.1034116049928515,12,0.004028594570654506
"Trout, Mike",545361,108,LAA,CF,34,110,5.0,4.42,28.6,"Trout, Mike",LAA,2026,2026,-0.6258181770807184,-1.4788002209328326,0.8529820438521142,32,1.5707220257074537,-1.6429784859767924,-1.4065437606634934,26,0.7422337155538373,0.1107483282982765,1.3514449474143884,0.1271362215515244,6,-0.005689256155279258
"Peraza, Oswald",672724,108,LAA,2B,26,97,,4.39,28.6,"Peraza, Oswald",LAA,2026,2026,1.6290110612313229,0.906004725719767,0.7230063355115557,32,1.5611846059223888,0.0,-0.6551798802026216,18,0.1426327863160286,0.5803735491955271,2.794725783696762,2.6680248933464727,14,0.0167939284663023
"McLain, Matt",680574,113,CIN,2B,26,73,,4.33,28.5,"McLain, Matt",CIN,2026,2026,-0.992327111080897,-1.8715326060916144,0.8792054950107177,32,0.8592358574046507,-1.622670153636092,-1.108098309860173,20,0.3231618757856651,0.5560436192250523,2.0354084704947177,2.536128582748571,12,-0.013593522069601328
"Abrams, CJ",682928,120,WSH,SS,25,129,10.0,4.28,28.5,"Abrams, CJ",WSH,2026,2026,2.1354165326534824,0.5363230506986967,1.5990934819547855,59,3.0330617981536063,-0.8377701082351038,-1.658968639219805,40,1.4870063650901582,0.1120871168646271,8.784018799278224,0.3393239604741485,19,0.01655361653219754
"Stott, Bryson",681082,143,PHI,2B,28,131,2.0,4.26,28.5,"Stott, Bryson",PHI,2026,2026,5.023440635716369,2.4632002997477858,2.560240335968584,48,3.3608386471909504,0.0,-0.8976383474431654,34,2.1919342986097723,0.3683060373588117,9.192813430937704,1.5382679207013483,14,0.038346875081804344
"Benge, Carson",701807,121,NYM,RF,23,151,2.0,4.27,28.5,"Benge, Carson",NYM,2026,2026,3.1687085749269475,1.3147891901700417,1.8539193847569055,42,2.367694463706533,0.0,-1.0529052735364912,28,1.743449939860494,0.1104694448964117,6.665747446050736,0.3732813679195891,14,0.02098482499951621
