"last_name, first_name","player_id","team_id","team","position","age","competitive_runs","bolts","hp_to_1b","sprint_speed"
"Greene, Riley",682985,116,"DET","LF",25,"129",,"4.72","26.7"
"Arias, Gabriel",672356,114,"CLE","3B",26,"37",,"4.63","26.7"
"Sosa, Lenyn",672820,141,"TOR","2B",26,"40",,"4.72","26.7"
"Arraez, Luis",650333,137,"SF","2B",29,"189",,"4.55","26.7"
"Judge, Aaron",592450,147,"NYY","RF",34,"76","1","4.84","26.7"
"Julien, Edouard",666397,115,"COL","2B",27,"93",,"4.54","26.7"
"Stewart, Sal",701398,113,"CIN","1B",22,"141",,"4.68","26.7"
"Grissom, Vaughn",687093,108,"LAA","2B",25,"99",,"4.62","26.7"
"Stowers, Kyle",669065,146,"MIA","1B",28,"96",,"4.52","26.7"
"Bart, Joey",663698,144,"ATL","C",29,"38",,"4.68","26.7"
"Butler, Lawrence",671732,133,"ATH","RF",25,"111",,"4.50","26.7"
"Encarnacion, Jerar",666464,137,"SF","RF",28,"14",,,"26.7"
"Kepler, Max",596146,109,"AZ","LF",33,"24",,,"26.7"
"Grisham, Trent",663757,147,"NYY","CF",29,"113",,"4.53","26.7"
"Gonzalez, Jacob",694378,134,"PIT","1B",24,"36",,"4.55","26.7"
"Marte, Ketel",606466,109,"AZ","2B",32,"153","1","4.49","26.6"
"DeLauter, Chase",800050,114,"CLE","RF",24,"146",,"4.50","26.6"
"Kurtz, Nick",701762,133,"ATH","1B",23,"102",,"4.47","26.6"
"Lindor, Francisco",596019,121,"NYM","SS",32,"70",,"4.52","26.6"
"Sheets, Gavin",657757,135,"SD","1B",30,"125",,"4.51","26.6"
"Benintendi, Andrew",643217,145,"CWS","DH",31,"99",,"4.48","26.6"
"Torrens, Luis",620443,121,"NYM","C",30,"89",,"4.62","26.6"
"Betts, Mookie",605141,119,"LAD","SS",33,"81",,"4.60","26.5"
"Montgomery, Colson",695657,145,"CWS","SS",24,"92",,"4.66","26.5"
"Brito, Juan",682877,114,"CLE","2B",24,"24",,,"26.5"
"García, Adolis",666969,143,"PHI","RF",33,"68",,"4.50","26.5"
"Bohm, Alec",664761,143,"PHI","3B",29,"173",,"4.69","26.5"
"García Jr., Luis",671277,120,"WSH","1B",26,"139",,"4.35","26.5"
"Pauley, Graham",688363,146,"MIA","3B",25,"40",,"4.60","26.5"
"Jeffers, Ryan",680777,142,"MIN","C",29,"64",,"4.64","26.5"
"Conine, Griffin",665052,146,"MIA","RF",28,"44",,"4.48","26.5"
"Espinal, Santiago",669289,119,"LAD","3B",31,"23",,"4.44","26.4"
"Walton, Donovan",622268,133,"ATH","2B",32,"59",,"4.48","26.4"
"Moncada, Yoán",660162,108,"LAA","3B",31,"27",,"4.39","26.4"
"Lee, Brooks",686797,142,"MIN","3B",25,"152",,"4.46","26.4"
"Torkelson, Spencer",679529,116,"DET","1B",26,"93","1","4.73","26.4"
"Caminero, Junior",691406,139,"TB","3B",22,"170",,"4.62","26.4"
"Sánchez, Jesús",660821,141,"TOR","RF",28,"78",,"4.56","26.4"
"Wagaman, Eric",676572,121,"NYM","",28,"13",,"4.66","26.3"
"Okamoto, Kazuma",672960,141,"TOR","3B",30,"128",,"4.49","26.3"
"Rogers, Jake",668670,116,"DET","C",31,"27",,,"26.3"
"Del Castillo, Adrian",680728,109,"AZ","DH",26,"44",,"4.54","26.3"
"Tucker, Kyle",663656,119,"LAD","RF",29,"117",,"4.55","26.3"
"Rojas, Josh",668942,118,"KC","3B",32,"24",,"4.45","26.3"
"Fry, David",681807,114,"CLE","LF",30,"52",,"4.82","26.3"
"Yoshida, Masataka",807799,111,"BOS","DH",32,"99",,"4.41","26.2"
"Gray, Tristan",656484,142,"MIN","SS",30,"49",,"4.61","26.2"
"Mack, Joe",691788,146,"MIA","C",23,"65",,"4.57","26.2"
"Frazier, Adam",624428,108,"LAA","2B",34,"31",,"4.64","26.2"
"Escarra, J.C.",641555,147,"NYY","C",31,"41",,"4.57","26.2"
"Rutschman, Adley",668939,110,"BAL","C",28,"95",,"4.50","26.2"
"Guerrero Jr., Vladimir",665489,141,"TOR","1B",27,"168",,"4.58","26.2"
"Polanco, Jorge",593871,121,"NYM","DH",32,"31",,"4.32","26.2"
"Romo, Drew",691011,145,"CWS","C",24,"41",,"4.56","26.2"
"Bregman, Alex",608324,112,"CHC","3B",32,"154",,"4.66","26.2"
"Canzone, Dominic",686527,136,"SEA","DH",28,"95",,"4.50","26.1"
"Bell, Josh",605137,142,"MIN","DH",33,"138",,"4.71","26.1"
"Eldridge, Bryce",805811,137,"SF","DH",21,"77",,"4.52","26.1"
"Johnston, Troy",687859,115,"COL","RF",29,"122",,"4.50","26.1"
"Wagner, Will",695238,135,"SD","DH",27,"21",,"4.61","26.1"
"Crawford, J.P.",641487,136,"SEA","SS",31,"107",,"4.61","26.1"
"Smith, Dominic",642086,144,"ATL","DH",31,"89",,"4.52","26.1"
"Díaz, Yandy",650490,139,"TB","DH",34,"186",,"4.66","26.1"
"Devers, Rafael",646240,137,"SF","1B",29,"147","1","4.61","26.1"
"Marchán, Rafael",665561,143,"PHI","C",27,"25",,,"26.0"
"Bichette, Bo",666182,121,"NYM","3B",28,"165",,"4.70","26.0"
"Moreno, Gabriel",672515,109,"AZ","C",26,"127",,"4.49","26.0"
"Rojas, Miguel",500743,119,"LAD","2B",37,"73",,"4.59","26.0"
"Gurriel Jr., Lourdes",666971,109,"AZ","LF",32,"62",,"4.65","26.0"
"Baldwin, Drake",686948,144,"ATL","C",25,"124","1","4.44","26.0"
"McNeil, Jeff",643446,133,"ATH","2B",34,"113",,"4.38","26.0"
"Jiménez, Eloy",650391,141,"TOR","DH",29,"12",,,"26.0"
"Conforto, Michael",624424,112,"CHC","RF",33,"55",,"4.61","26.0"
"Cortes, Carlos",666126,133,"ATH","RF",29,"104",,"4.59","26.0"
"Wallner, Matt",670242,142,"MIN","RF",28,"35",,"4.43","26.0"
"Soler, Jorge",624585,108,"LAA","DH",34,"90",,"4.80","26.0"
"Suárez, Eugenio",553993,113,"CIN","DH",34,"68",,"4.74","25.9"
"Marte, Starling",516782,118,"KC","RF",37,"49",,"4.44","25.9"
"Encarnacion-Strand, Christian",687952,110,"BAL","3B",26,"10",,,"25.9"
"Locklear, Tyler",682988,109,"AZ","1B",25,"14",,"4.73","25.9"
"Herrera, Iván",671056,138,"STL","DH",26,"174",,"4.73","25.9"
"Schwarber, Kyle",656941,143,"PHI","DH",33,"79",,"4.55","25.9"
"Busch, Michael",683737,112,"CHC","1B",28,"152",,"4.65","25.9"
"Mauricio, Ronny",677595,121,"NYM","SS",25,"15",,,"25.9"
"Soto, Juan",665742,121,"NYM","LF",27,"106",,"4.48","25.9"
"Wells, Austin",669224,147,"NYY","C",26,"56",,"4.66","25.9"
"Contreras, William",661388,158,"MIL","C",28,"150",,"4.59","25.9"
"Walker, Christian",572233,117,"HOU","1B",35,"149",,"4.70","25.8"
"Jung, Josh",673962,140,"TEX","3B",28,"159",,"4.73","25.8"
"Diaz, Yainer",673237,117,"HOU","C",27,"96",,"4.51","25.8"
"Schanuel, Nolan",694384,108,"LAA","1B",24,"144",,"4.59","25.8"
"Cavanaugh, Drew",701852,137,"SF","C",24,"15",,,"25.8"
"McMahon, Ryan",641857,147,"NYY","3B",31,"64",,"4.61","25.8"
"Raleigh, Cal",663728,136,"SEA","C",29,"60",,"4.71","25.8"
"Heineman, Tyler",623168,108,"LAA","C",35,"44",,"4.55","25.8"
"Vaughn, Andrew",683734,158,"MIL","1B",28,"83",,"4.77","25.8"
"Hicks, Liam",689414,146,"MIA","DH",27,"155",,"4.64","25.8"
"Kelly, Carson",608348,112,"CHC","C",31,"105",,"4.81","25.8"
"Campusano, Luis",669134,135,"SD","C",27,"38",,"4.87","25.8"
"Lowe, Nathaniel",663993,113,"CIN","DH",30,"82",,"4.62","25.7"
"Pasquantino, Vinnie",686469,118,"KC","1B",28,"93",,"4.75","25.7"
"Vientos, Mark",668901,121,"NYM","1B",26,"79",,"4.76","25.7"
"Aranda, Jonathan",666018,139,"TB","1B",28,"124",,"4.56","25.6"
"Urías, Luis",649966,141,"TOR","2B",29,"16",,"4.69","25.6"
"Jordan, Blaze",691458,138,"STL","3B",23,"57",,"4.76","25.6"
"Valenzuela, Brandon",678218,141,"TOR","C",25,"52",,"4.72","25.6"
"Alvarez, Francisco",682626,121,"NYM","C",24,"91",,"4.72","25.5"
"Burleson, Alec",676475,138,"STL","1B",27,"162",,"4.48","25.5"
"Wade Jr., LaMonte",664774,117,"HOU","LF",32,"23",,"4.70","25.5"
"Sánchez, Ali",645305,147,"NYY","C",29,"15",,"4.93","25.5"
"Pagés, Pedro",686780,138,"STL","C",27,"47",,"4.79","25.5"
"Seigler, Anthony",678011,111,"BOS","2B",27,"43",,,"25.5"
"Valera, George",671655,114,"CLE","LF",25,"16",,,"25.5"
"Rivero, Sebastián",665861,108,"LAA","C",27,"16",,,"25.5"
"Arcia, Orlando",606115,142,"MIN","SS",31,"27",,"4.76","25.5"
"Manzardo, Kyle",700932,114,"CLE","1B",25,"83",,"4.64","25.4"
"Olson, Matt",621566,144,"ATL","1B",32,"146",,"4.76","25.4"
"Goldschmidt, Paul",502671,147,"NYY","1B",38,"101",,"4.73","25.4"
"Bailey, Patrick",672275,114,"CLE","C",27,"75",,"4.76","25.3"
"Freeman, Freddie",518692,119,"LAD","1B",36,"158",,"4.72","25.3"
"Narváez, Carlos",665966,111,"BOS","C",27,"44",,"4.90","25.3"
"Arenado, Nolan",571448,109,"AZ","3B",35,"126",,"4.76","25.3"
"Amaya, Miguel",665804,112,"CHC","C",27,"50",,"4.75","25.3"
"Alonso, Pete",624413,110,"BAL","1B",31,"123",,"4.82","25.3"
"Ruiz, Keibert",660688,120,"WSH","C",27,"94",,"4.81","25.2"
"McCann, James",543510,109,"AZ","C",36,"35",,"4.79","25.2"
"Torres, Gleyber",650402,116,"DET","2B",29,"82",,"4.83","25.2"
"Donovan, Brendan",680977,136,"SEA","3B",29,"35",,"4.58","25.2"
"Pederson, Joc",592626,140,"TEX","DH",34,"92",,"4.59","25.2"
"Gorman, Nolan",669357,138,"STL","3B",26,"52",,"4.55","25.2"
"Heim, Jonah",641680,133,"ATH","C",31,"76",,"4.85","25.1"
"Garver, Mitch",641598,136,"SEA","C",35,"32",,"4.79","25.1"
"Chaparro, Andrés",665953,120,"WSH","1B",27,"30",,"4.91","25.1"
"Machado, Manny",592518,135,"SD","3B",33,"117",,"4.77","25.1"
"Paredes, Isaac",670623,117,"HOU","3B",27,"101",,"4.96","25.0"
"Rumfield, TJ",681198,115,"COL","1B",26,"150",,"4.69","25.0"
"d'Arnaud, Travis",518595,108,"LAA","C",37,"12",,,"25.0"
"Seager, Corey",608369,140,"TEX","SS",32,"57",,"4.78","25.0"
"Basallo, Samuel",694212,110,"BAL","C",21,"92",,"4.86","25.0"
"Wynns, Austin",642851,140,"TEX","C",35,"18",,"4.92","24.9"
"Alvarez, Yordan",670541,117,"HOU","DH",29,"93",,"4.75","24.9"
"France, Ty",664034,135,"SD","1B",31,"90",,"4.90","24.8"
"Horwitz, Spencer",687462,134,"PIT","1B",28,"100",,"4.75","24.9"
"Hoskins, Rhys",656555,114,"CLE","1B",33,"69",,"4.94","24.8"
"Ozuna, Marcell",542303,134,"PIT","DH",35,"56",,"4.88","24.8"
"Pozo, Yohel",650968,110,"BAL","DH",29,"15",,,"24.7"
"Naylor, Josh",647304,136,"SEA","1B",29,"149",,"4.75","24.6"
"Smith, Pavin",656976,109,"AZ","1B",30,"26",,"4.79","24.6"
"Ballesteros, Moisés",694208,112,"CHC","DH",22,"54",,"4.75","24.6"
"Higashioka, Kyle",543309,140,"TEX","C",36,"45",,"4.89","24.6"
"Sánchez, Gary",596142,158,"MIL","C",33,"52",,"4.83","24.5"
"Hedges, Austin",595978,114,"CLE","C",33,"57",,"5.06","24.4"
"Díaz, Elias",553869,140,"TEX","C",35,"38",,"4.88","24.5"
"Valencia, Eduardo",680664,116,"DET","DH",26,"10",,,"24.4"
"Tromp, Chadwick",644433,110,"BAL","C",31,"18",,,"24.4"
"Pereda, Jhonny",640902,136,"SEA","C",30,"20",,,"24.4"
"Caratini, Victor",605170,142,"MIN","C",32,"89",,"4.96","24.4"
"Quero, Edgar",700337,145,"CWS","C",23,"56",,"4.88","24.3"
"Perez, Salvador",521692,118,"KC","DH",36,"133",,"4.97","23.9"
"Stanton, Giancarlo",519317,147,"NYY","DH",36,"25",,,"23.8"
"Trevino, Jose",624431,113,"CIN","C",33,"34",,"4.99","23.4"
"Vázquez, Christian",543877,117,"HOU","C",35,"67",,"5.06","23.4"
"Kirk, Alejandro",672386,141,"TOR","C",27,"48",,"4.89","23.0"
"León, Sandy",506702,144,"ATL","C",37,"11",,,"22.1"
